,,,,,,,,,,,
,Day,Date,Open,High,Low,Close,SMAVG (50) on Close,SMAVG (100) on Close,SMAVG (200) on Close,Volume,SMAVG (150
,,,,,,,,,,,
,Fr,12/15/2017,9.6,9.675,8.85,9.11,10.8122,10.1141,10.7579,559.173k,153.235k
,Th,12/14/2017,10.25,10.53,9.41,9.52,10.8488,10.1368,10.7618,264.413k,118.366k
,We,12/13/2017,10.4,10.59,10.12,10.21,10.8736,10.1566,10.764,154.012k,105.339k
,Tu,12/12/2017,10.39,10.635,10.36,10.38,10.8942,10.1676,10.764,73840,102.852k
,Mo,12/11/2017,10.97,11.12,10.38,10.4,10.9102,10.1764,10.7617,160.829k,103.306k
,,,,,,,,,,,
,Fr,12/8/2017,11.45,11.5,10.84,11.01,10.9294,10.1866,10.763,151.207k,97604
,Th,12/7/2017,11.39,11.815,11.39,11.46,10.936,10.1906,10.7603,89578,92749
,We,12/6/2017,11.6,11.6,11.39,11.4,10.9292,10.1903,10.7555,64688,93762
,Tu,12/5/2017,11.98,12.02,11.65,11.66,10.9202,10.1916,10.752,61698,100.154k
,Mo,12/4/2017,12.39,12.46,11.89,11.92,10.8926,10.1918,10.7474,104.605k,119.658k
,,,,,,,,,,,
,Fr,12/1/2017,12.06,12.15,11.61,12.11,10.8598,10.1879,10.7389,89298,119.162k
,Th,11/30/2017,12.5,12.5,11.83,12.19,10.8234,10.1847,10.7293,132.715k,121.378k
,We,11/29/2017,12.22,12.4841,12.19,12.32,10.7858,10.1772,10.7191,123.863k,118.747k
,Tu,11/28/2017,11.88,12.39,11.81,12.22,10.7494,10.1661,10.7086,154.966k,115.563k
,Mo,11/27/2017,11.58,12.05,11.58,11.97,10.711,10.1557,10.6982,113.638k,111.727k
,,,,,,,,,,,
,Fr,11/24/2017,11.63,11.73,11.44,11.7,10.6712,10.1455,10.6889,36138,112.217k
,We,11/22/2017,11.45,11.815,11.45,11.76,10.637,10.1402,10.6805,69004,116.706k
,Tu,11/21/2017,11.59,12,11.55,11.64,10.5944,10.1356,10.6702,116.71k,124.873k
,Mo,11/20/2017,11.49,11.76,10.71,11.51,10.5484,10.1337,10.66,80651,124.711k
,,,,,,,,,,,
,Fr,11/17/2017,11.21,11.65,11.0472,11.5,10.4962,10.14,10.6502,75295,124.518k
,Th,11/16/2017,11.13,11.62,11.1096,11.34,10.4356,10.1485,10.6414,78390,122.691k
,We,11/15/2017,11.5,11.5,10.97,11.03,10.379,10.1591,10.633,104.774k,120.858k
,Tu,11/14/2017,11.49,11.85,11.14,11.44,10.326,10.1789,10.6267,160.564k,117.139k
,Mo,11/13/2017,10.95,11.65,10.72,11.31,10.2652,10.1971,10.6188,354.255k,113.649k
,,,,,,,,,,,
,Fr,11/10/2017,9.73,10.48,9.73,10.32,10.2012,10.2149,10.6116,97175,96421
,Th,11/9/2017,10.06,10.19,9.85,10,10.1566,10.2415,10.6087,122.539k,102.679k
,We,11/8/2017,10.1,10.2,9.7121,10.17,10.1144,10.271,10.6082,93243,97870
,Tu,11/7/2017,10.32,10.36,10.1,10.18,10.0686,10.3033,10.6079,76110,96239
,Mo,11/6/2017,10.28,10.39,10.095,10.32,10.022,10.3284,10.6066,97412,96609
,,,,,,,,,,,
,Fr,11/3/2017,10.46,10.46,10.235,10.33,9.9738,10.3555,10.6039,120.998k,97551
,Th,11/2/2017,10.41,10.5,10.055,10.41,9.924,10.3831,10.6044,103.474k,105.009k
,We,11/1/2017,10.31,10.5683,10.025,10.37,9.8762,10.4132,10.6033,191.501k,103.24k
,Tu,10/31/2017,10.41,10.87,10.37,10.63,9.8218,10.442,10.6024,114.288k,94047
,Mo,10/30/2017,10.25,10.57,10.25,10.42,9.7558,10.4671,10.5998,77756,92499
,,,,,,,,,,,
,Fr,10/27/2017,10.61,10.61,10.3,10.38,9.6854,10.5019,10.6004,47880,92519
,Th,10/26/2017,10.65,10.71,10.4355,10.6,9.618,10.5344,10.6006,50906,96713
,We,10/25/2017,10.64,10.64,10.35,10.59,9.5552,10.5634,10.5984,48978,100.547k
,Tu,10/24/2017,10.6,10.95,10.58,10.71,9.496,10.5903,10.5962,108.215k,114.067k
,Mo,10/23/2017,10.74,10.9,10.18,10.55,9.44,10.6149,10.5947,95846,118.909k
,,,,,,,,,,,
,Fr,10/20/2017,10.24,10.94,10.15,10.74,9.3942,10.6421,10.592,191.04k,122.373k
,Th,10/19/2017,10.14,10.14,9.96,10.1,9.349,10.6663,10.5893,50405,128.118k
,We,10/18/2017,9.99,10.24,9.99,10.16,9.3446,10.6989,10.5923,68769,135.226k
,Tu,10/17/2017,10.24,10.35,9.93,10.01,9.3368,10.7355,10.5913,81670,141.454k
,Mo,10/16/2017,10.21,10.3,10.0501,10.29,9.3366,10.7728,10.5879,111.544k,149.839k
,,,,,,,,,,,
,Fr,10/13/2017,10.19,10.23,9.71,10.06,9.3348,10.8095,10.5839,232.87k,151.245k
,Th,10/12/2017,10.17,10.5375,10.02,10.35,9.3394,10.8496,10.5823,76929,143.493k
,We,10/11/2017,10.23,10.33,10.15,10.23,9.3512,10.8878,10.5805,53613,147.447k
,Tu,10/10/2017,10.7,10.7875,10.06,10.19,9.3704,10.9227,10.5793,91069,160.168k
,Mo,10/9/2017,10.66,10.76,10.42,10.69,9.392,10.9623,10.5772,78044,164.243k
,,,,,,,,,,,
,Fr,10/6/2017,10.83,10.955,10.46,10.7,9.4026,10.9867,10.5723,110.795k,171.009k
,Th,10/5/2017,10.8,11.07,10.8,10.94,9.416,11.0196,10.5689,108.413k,185.276k
,We,10/4/2017,11.09,11.39,10.56,10.76,9.4248,11.0418,10.5647,251.781k,188.774k
,Tu,10/3/2017,11.15,11.48,11.0801,11.24,9.4396,11.0623,10.5625,180.853k,182.283k
,Mo,10/2/2017,11.21,11.42,11.13,11.18,9.441,11.0803,10.5569,147.793k,181.712k
,,,,,,,,,,,
,Fr,9/29/2017,11.3,11.47,11.12,11.36,9.4426,11.0816,10.551,277.221k,192.548k
,Th,9/28/2017,11.2,11.37,10.88,11.34,9.4438,11.0731,10.5454,157.032k,178.608k
,We,9/27/2017,11,11.24,10.6529,11.12,9.4452,11.0678,10.5395,162.178k,177.445k
,Tu,9/26/2017,10.3,10.97,10.3,10.95,9.4514,11.0603,10.5357,207.449k,174.178k
,Mo,9/25/2017,10.25,10.32,9.9952,10.28,9.463,11.0508,10.5337,132.637k,178.42k
,,,,,,,,,,,
,Fr,9/22/2017,10.25,10.36,10.16,10.28,9.491,11.0518,10.533,116.592k,174.668k
,Th,9/21/2017,10.33,10.34,9.991,10.29,9.516,11.0507,10.5324,136.233k,176.851k
,We,9/20/2017,10.5,10.6517,9.96,10.31,9.546,11.0487,10.5326,244.435k,174.664k
,Tu,9/19/2017,10.34,10.6,10.19,10.5,9.5686,11.0465,10.5304,152.184k,164.596k
,Mo,9/18/2017,9.92,10.34,9.92,10.3,9.5828,11.0426,10.5245,179.545k,159.729k
,,,,,,,,,,,
,Fr,9/15/2017,10,10.24,9.76,9.98,9.6004,11.0442,10.5223,324.8k,152.776k
,Th,9/14/2017,9.6,10,9.6,9.99,9.6198,11.0453,10.5226,160.876k,145.235k
,We,9/13/2017,9.39,9.75,9.385,9.63,9.6434,11.0442,10.5254,154.41k,151.287k
,Tu,9/12/2017,8.9,9.56,8.9,9.34,9.6768,11.0455,10.5328,172.299k,155.258k
,Mo,9/11/2017,8.6,8.98,8.575,8.9,9.719,11.0514,10.542,310.322k,159.225k
,,,,,,,,,,,
,Fr,9/8/2017,8.44,8.54,8.35,8.47,9.7838,11.0591,10.552,68121,162.875k
,Th,9/7/2017,8.39,8.54,8.3473,8.51,9.8614,11.0716,10.5633,139.589k,179.966k
,We,9/6/2017,8.38,8.6,8.231,8.38,9.9392,11.0833,10.5741,113.171k,185.08k
,Tu,9/5/2017,8.12,8.6,8.06,8.4,10.0318,11.0938,10.585,271.089k,195.867k
,,,,,,,,,,,
,Fr,9/1/2017,8.1,8.22,8,8.11,10.129,11.1049,10.5966,76359,203.66k
,Th,8/31/2017,7.93,8.15,7.83,8.09,10.2286,11.1201,10.609,149.327k,225.326k
,We,8/30/2017,7.85,8.08,7.8,7.89,10.3264,11.1334,10.6224,103.428k,261.582k
,Tu,8/29/2017,7.83,7.97,7.73,7.88,10.4276,11.1504,10.6391,93419,265.076k
,Mo,8/28/2017,8,8,7.72,7.85,10.538,11.1683,10.654,79179,273.975k
,,,,,,,,,,,
,Fr,8/25/2017,7.89,8.05,7.76,7.91,10.6348,11.1851,10.6734,75251,282.409k
,Th,8/24/2017,8.01,8.02,7.59,7.84,10.7372,11.2042,10.6888,211.683k,284.449k
,We,8/23/2017,7.62,8.04,7.57,8.02,10.8422,11.2246,10.7055,251.652k,280.87k
,Tu,8/22/2017,7.44,7.69,7.37,7.65,10.9502,11.2463,10.7178,213.983k,272.534k
,Mo,8/21/2017,7,7.39,6.92,7.33,11.0622,11.2712,10.7336,231.8k,263.291k
,,,,,,,,,,,
,Fr,8/18/2017,6.98,7,6.7201,6.9,11.1784,11.3,10.7509,365.072k,254.413k
,Th,8/17/2017,7.41,7.51,6.98,7.01,11.3184,11.3309,10.7714,324.491k,235.066k
,We,8/16/2017,7.72,7.78,7.391,7.46,11.4508,11.3609,10.796,216.298k,217.635k
,Tu,8/15/2017,7.95,8.07,7.61,7.63,11.5716,11.3864,10.8198,274.976k,208.677k
,Mo,8/14/2017,8.3,8.38,7.785,7.91,11.6846,11.4097,10.8424,387.984k,195.282k
,,,,,,,,,,,
,Fr,8/11/2017,8.47,8.5395,7.91,8.26,11.7898,11.428,10.8641,401.345k,173.15k
,Th,8/10/2017,9.55,9.695,8.3501,8.48,11.89,11.4447,10.8832,693.164k,154.64k
,We,8/9/2017,9.61,9.94,9.6,9.88,11.9836,11.4607,10.9029,155.838k,111.488k
,Tu,8/8/2017,9.7,9.99,9.7,9.77,12.0532,11.4664,10.9153,226.909k,108.107k
,Mo,8/7/2017,10.16,10.5,9.91,10,12.1342,11.4705,10.928,205.687k,95942
,,,,,,,,,,,
,Fr,8/4/2017,10.24,10.46,10.11,10.2,12.209,11.4716,10.9411,105.859k,87006
,Th,8/3/2017,10.8,10.89,10.21,10.29,12.2842,11.4676,10.9535,157.991k,84848
,We,8/2/2017,11.1,11.18,10.79,10.94,12.3598,11.4664,10.9686,126.618k,80236
,Tu,8/1/2017,11.22,11.55,11.065,11.19,12.4244,11.4573,10.98,75326,76837
,Mo,7/31/2017,11.33,11.5,10.85,11.27,12.475,11.4422,10.9918,98640,77947
,,,,,,,,,,,
,Fr,7/28/2017,11.28,11.495,11.06,11.22,12.5326,11.4299,11.0032,74858,77514
,Th,7/27/2017,11.44,11.6,11.08,11.37,12.5708,11.4173,11.0186,63025,77136
,We,7/26/2017,11.51,11.6504,11.2367,11.38,12.6232,11.4017,11.0362,81936,77958
,Tu,7/25/2017,11.33,11.61,11.26,11.5,12.6588,11.3867,11.0538,74051,79839
,Mo,7/24/2017,11.25,11.38,11.17,11.31,12.685,11.3714,11.0741,56005,80065
,,,,,,,,,,,
,Fr,7/21/2017,11.42,11.63,11.15,11.26,12.7196,11.3604,11.0968,123.691k,87751
,Th,7/20/2017,11.36,11.575,11.28,11.42,12.7206,11.347,11.1184,45882,89477
,We,7/19/2017,11.45,11.57,11.0352,11.41,12.7024,11.3394,11.1395,105.13k,92727
,Tu,7/18/2017,11.43,11.5901,11.37,11.43,12.6904,11.3299,11.1586,44433,93377
,Mo,7/17/2017,11.66,11.699,11.28,11.53,12.6692,11.3206,11.1768,71645,100.759k
,,,,,,,,,,,
,Fr,7/14/2017,11.5,11.7999,11.436,11.68,12.6386,11.3123,11.1948,73494,123.26k
,Th,7/13/2017,11.79,11.8382,11.43,11.53,12.6126,11.3031,11.2122,88802,122.993k
,We,7/12/2017,11.5,11.88,11.46,11.79,12.5854,11.2899,11.2272,75638,121.898k
,Tu,7/11/2017,11.11,11.48,11.11,11.44,12.5514,11.2739,11.2389,91970,123.195k
,Mo,7/10/2017,11.14,11.38,10.985,11.21,12.5244,11.2611,11.2537,92146,127.9k
,,,,,,,,,,,
,Fr,7/7/2017,10.95,11.22,10.87,11.18,12.5024,11.251,11.269,69188,134.971k
,Th,7/6/2017,11.15,11.18,10.89,10.95,12.488,11.2407,11.2831,75352,137.22k
,We,7/5/2017,11.17,11.33,10.92,11.17,12.4708,11.2322,11.2982,110.153k,139.094k
,Mo,7/3/2017,11.52,11.53,11.06,11.3,12.445,11.2207,11.3125,77449,136.218k
,,,,,,,,,,,
,Fr,6/30/2017,12.21,12.21,11.37,11.45,12.4142,11.2049,11.3244,171.298k,140.006k
,Th,6/29/2017,12.33,12.33,11.52,12.14,12.3838,11.1863,11.3345,149.573k,140.234k
,We,6/28/2017,12.49,13,12.16,12.35,12.3344,11.1604,11.3408,94630,139.809k
,Tu,6/27/2017,12.93,12.96,12.3601,12.4,12.2818,11.1344,11.3477,114.878k,141.687k
,Mo,6/26/2017,13.35,13.4,12.52,13.01,12.2274,11.107,11.353,155.162k,141.137k
,,,,,,,,,,,
,Fr,6/23/2017,13.11,13.3055,13,13.26,12.1558,11.0746,11.3572,409.16k,139.637k
,Th,6/22/2017,13.05,13.3,12.95,13.09,12.0808,11.0405,11.3605,69502,121.819k
,We,6/21/2017,13,13.08,12.8138,12.98,12.0116,11.0083,11.3661,72371,127.737k
,Tu,6/20/2017,13.29,13.31,12.78,12.95,11.9404,10.9758,11.3684,95092,136.371k
,Mo,6/19/2017,12.69,13.44,12.69,13.4,11.8732,10.9453,11.3704,162.547k,138.035k
,,,,,,,,,,,
,Fr,6/16/2017,12.91,13.274,12.66,12.69,11.7986,10.9124,11.3707,198.214k,133.687k
,Th,6/15/2017,12.64,13.13,12.5,13.03,11.7354,10.8847,11.3775,102.923k,129.125k
,We,6/14/2017,13.48,13.554,12.84,13.09,11.6712,10.8522,11.3836,103.463k,130.33k
,Tu,6/13/2017,13.25,13.48,13.2,13.42,11.607,10.8256,11.389,67001,137.117k
,Mo,6/12/2017,12.96,13.28,12.65,13.25,11.5424,10.7934,11.3939,134.269k,145.804k
,,,,,,,,,,,
,Fr,6/9/2017,13.97,14.2348,12.98,13.14,11.4802,10.7627,11.3982,174.729k,154.792k
,Th,6/8/2017,13.56,14.19,13.56,13.9,11.4216,10.7325,11.4024,143.193k,163.29k
,We,6/7/2017,13.52,13.805,13.21,13.63,11.3434,10.699,11.4025,122.808k,173.847k
,Tu,6/6/2017,13.15,13.66,13,13.5,11.271,10.6668,11.4034,106.623k,197.043k
,Mo,6/5/2017,13.14,13.398,12.9,13.28,11.2012,10.6334,11.4058,132.666k,210.727k
,,,,,,,,,,,
,Fr,6/2/2017,13.06,13.51,13.06,13.17,11.1348,10.6021,11.4085,141.89k,224.821k
,Th,6/1/2017,13.01,13.53,13.01,13.27,11.0662,10.5744,11.4112,158.273k,277.757k
,We,5/31/2017,13.4,13.52,12.61,13.16,10.9994,10.5419,11.4141,201.881k,295.638k
,Tu,5/30/2017,13.75,13.81,13.25,13.36,10.9378,10.5123,11.4156,120.043k,295.906k
,,,,,,,,,,,
,Fr,5/26/2017,13.68,13.97,13.31,13.82,10.8796,10.4857,11.4155,97335,305.295k
,Th,5/25/2017,14.01,14.194,13.571,13.74,10.8068,10.447,11.4099,129.78k,309.227k
,We,5/24/2017,14.06,14.11,13.81,13.96,10.7342,10.403,11.3991,120.999k,308.597k
,Tu,5/23/2017,14.2,14.4,13.8,14.07,10.651,10.3583,11.3857,205.271k,309.165k
,Mo,5/22/2017,13.76,14.2329,13.53,14.17,10.573,10.3151,11.3703,197.306k,300.458k
,,,,,,,,,,,
,Fr,5/19/2017,14.1,14.433,13.67,13.72,10.4902,10.2732,11.353,269.087k,290.902k
,Th,5/18/2017,13.1,14.2,12.63,14.15,10.4094,10.2359,11.3409,302.192k,279.655k
,We,5/17/2017,13.49,13.91,13.02,13.13,10.3272,10.1921,11.3201,301.554k,272.28k
,Tu,5/16/2017,12.87,14.03,12.86,13.99,10.2638,10.158,11.3054,470.748k,266.057k
,Mo,5/15/2017,12.71,13.25,12.6,13.16,10.1802,10.1183,11.2864,311.882k,250.911k
,,,,,,,,,,,
,Fr,5/12/2017,12.83,13.1,12.58,12.81,10.1146,10.0877,11.2734,344.075k,238.761k
,Th,5/11/2017,12.55,13.49,11.7,13.04,10.0578,10.0628,11.2627,935.93k,222.02k
,We,5/10/2017,10.4,11.47,10.4,11.31,10.0012,10.0335,11.2504,426.483k,170.963k
,Tu,5/9/2017,10.8,10.8,10.23,10.51,9.9734,10.0204,11.2456,205.904k,147.789k
,Mo,5/8/2017,10.34,10.99,10.26,10.81,9.9764,10.0177,11.2438,260.872k,143.223k
,,,,,,,,,,,
,Fr,5/5/2017,10,10.5,9.88,10.37,9.9694,10.0112,11.2397,156.32k,135.916k
,Th,5/4/2017,10.32,10.39,9.761,10,9.972,10.011,11.2386,120.338k,129.871k
,We,5/3/2017,10.11,10.43,9.96,10.38,9.986,10.0165,11.2395,129.507k,125.612k
,Tu,5/2/2017,10.09,10.24,10.04,10.17,9.9936,10.0141,11.2395,74670,125.504k
,Mo,5/1/2017,10.1,10.18,9.97,10.09,9.9944,10.0141,11.2422,53974,128.337k
,,,,,,,,,,,
,Fr,4/28/2017,10.11,10.2,9.95,10.09,9.9964,10.0165,11.2454,100.376k,133.144k
,Th,4/27/2017,10.48,10.48,9.93,10.11,9.9978,10.0143,11.2495,191.563k,136.709k
,We,4/26/2017,10.07,10.59,10.01,10.46,9.9996,10.0063,11.2543,208.212k,142.084k
,Tu,4/25/2017,9.94,10.24,9.94,10.09,9.9934,10.0005,11.2549,243.564k,138.294k
,Mo,4/24/2017,9.9,10.05,9.82,9.88,9.9936,9.9999,11.2573,129.621k,131.931k
,,,,,,,,,,,
,Fr,4/21/2017,9.94,10.05,9.7,9.76,9.9964,10.0065,11.2592,92967,133.278k
,Th,4/20/2017,9.75,10.09,9.7,9.93,9.9956,10.0201,11.261,170.08k,135.586k
,We,4/19/2017,9.78,9.92,9.64,9.67,9.9888,10.0326,11.2619,78873,133.983k
,Tu,4/18/2017,9.69,10.05,9.65,9.72,9.9864,10.0449,11.2654,137.409k,137.668k
,Mo,4/17/2017,9.45,9.93,9.4,9.68,9.987,10.0549,11.2696,151.271k,134.811k
,,,,,,,,,,,
,Th,4/13/2017,9.45,9.6,9.34,9.43,9.9866,10.0648,11.272,65640,132.209k
,We,4/12/2017,9.59,9.62,9.44,9.51,9.9934,10.0763,11.2745,56449,137.628k
,Tu,4/11/2017,9.37,9.64,9.29,9.63,10.0002,10.0883,11.2738,127.895k,145.721k
,Mo,4/10/2017,9.57,9.71,9.4,9.42,10.005,10.0978,11.2762,117.162k,148.071k
,,,,,,,,,,,
,Fr,4/7/2017,9.6,9.74,9.47,9.59,10.0112,10.1114,11.2825,126.083k,154.709k
,Th,4/6/2017,9.55,9.75,9.35,9.67,10.0174,10.1278,11.2853,153.851k,182.831k
,We,4/5/2017,9.84,9.98,9.42,9.53,10.0262,10.1397,11.2907,272.176k,183.284k
,Tu,4/4/2017,9.86,9.99,9.71,9.82,10.034,10.1616,11.2963,151.363k,174.71k
,Mo,4/3/2017,10.16,10.2,9.8,9.88,10.0332,10.1734,11.3002,148.12k,171.015k
,,,,,,,,,,,
,Fr,3/31/2017,10.07,10.25,9.93,10.19,10.0442,10.1865,11.3021,149.828k,170.237k
,Th,3/30/2017,10.21,10.22,9.95,10.14,10.0444,10.1892,11.3037,127.587k,170.864k
,We,3/29/2017,9.95,10.25,9.81,10.21,10.0452,10.1959,11.3035,146.032k,172.632k
,Tu,3/28/2017,9.96,10.05,9.79,9.99,10.0434,10.2017,11.3024,134.147k,175.766k
,Mo,3/27/2017,9.85,10.0702,9.7,10.01,10.0546,10.212,11.3031,94564,178.997k
,,,,,,,,,,,
,Fr,3/24/2017,9.97,10.17,9.85,10.01,10.0626,10.2311,11.3067,112.244k,181.041k
,Th,3/23/2017,9.74,10.055,9.63,9.96,10.0656,10.2531,11.3115,146.913k,183.483k
,We,3/22/2017,9.88,9.88,9.62,9.74,10.0694,10.2752,11.3182,177.856k,181.646k
,Tu,3/21/2017,10.13,10.2499,9.75,9.93,10.0826,10.3003,11.3267,163.133k,177.729k
,Mo,3/20/2017,10.4,10.45,9.605,10.08,10.0844,10.3217,11.3303,216.74k,177.289k
,,,,,,,,,,,
,Fr,3/17/2017,9.25,10.45,9.25,10.45,10.0868,10.3451,11.3342,547.905k,168.408k
,Th,3/16/2017,10.17,10.3,10.0401,10.18,10.0918,10.3643,11.3358,160.651k,139.155k
,We,3/15/2017,9.88,10.18,9.69,10.11,10.0872,10.3855,11.3375,143.566k,138.941k
,Tu,3/14/2017,10.1,10.1,9.64,9.8,10.0718,10.4107,11.339,95936,138.568k
,Mo,3/13/2017,10.07,10.3,10.04,10.17,10.0656,10.4394,11.3444,136.455k,153.416k
,,,,,,,,,,,
,Fr,3/10/2017,9.84,10.06,9.63,10.03,10.0572,10.4708,11.347,159.237k,151.449k
,Th,3/9/2017,9.96,10.04,9.64,9.68,10.0562,10.5028,11.3486,154.095k,147.049k
,We,3/8/2017,10.01,10.08,9.89,10.04,10.0624,10.5414,11.3466,193.044k,141.425k
,Tu,3/7/2017,9.77,10.04,9.7,9.96,10.057,10.5765,11.3434,182.618k,139.329k
,Mo,3/6/2017,9.76,9.91,9.6,9.81,10.0522,10.62,11.3393,125.225k,132.052k
,,,,,,,,,,,
,Fr,3/3/2017,9.95,10,9.73,9.88,10.0564,10.6707,11.3375,148.875k,131.926k
,Th,3/2/2017,10.27,10.34,9.9003,9.97,10.0608,10.721,11.3353,119.359k,132.339k
,We,3/1/2017,10.09,10.31,10.0484,10.21,10.0678,10.7768,11.3349,119.101k,132.082k
,Tu,2/28/2017,10.66,10.66,9.85,9.92,10.0658,10.8331,11.3307,156.529k,129.859k
,Mo,2/27/2017,10.5,10.69,10.34,10.66,10.0674,10.8898,11.3283,83521,126.603k
,,,,,,,,,,,
,Fr,2/24/2017,10.51,10.51,10.25,10.46,10.059,10.9396,11.3225,109.107k,127.203k
,Th,2/23/2017,10.75,10.8,10.42,10.5,10.053,10.9873,11.3226,157.441k,124.615k
,We,2/22/2017,10.65,10.77,10.5,10.7,10.05,11.033,11.3206,137.979k,119.53k
,Tu,2/21/2017,10.5,11.03,10.5,10.76,10.047,11.0772,11.3195,318.659k,117.63k
,,,,,,,,,,,
,Fr,2/17/2017,10.16,10.25,10.04,10.21,10.0346,11.1213,11.3174,106.942k,109.759k
,Th,2/16/2017,10.19,10.25,10,10.19,10.0338,11.1644,11.3185,93233,107.86k
,We,2/15/2017,10.2,10.43,10,10.16,10.0366,11.2039,11.3234,69736,110.621k
,Tu,2/14/2017,10.1,10.38,10.03,10.2,10.0308,11.2463,11.3331,161.606k,114.444k
,Mo,2/13/2017,10.15,10.28,10.03,10.15,10.0131,11.2871,11.3482,73473,113.698k
,,,,,,,,,,,
,Fr,2/10/2017,10.27,10.27,9.97,10.1,10.0075,11.3256,11.3641,123.328k,121.509k
,Th,2/9/2017,9.73,10.1,9.681,10.02,10.0061,11.3643,11.3842,155.074k,123.26k
,We,2/8/2017,9.5,9.73,9.3804,9.72,10.0167,11.4043,11.4039,115.507k,123.15k
,Tu,2/7/2017,9.55,9.72,9.5,9.59,10.0445,11.4439,11.4207,85757,122.725k
,Mo,2/6/2017,9.79,9.86,9.3723,9.55,10.0765,11.4827,11.4398,107.677k,122.855k
,,,,,,,,,,,
,Fr,2/3/2017,9.74,9.81,9.6,9.75,10.1035,11.5211,11.4588,92532,122.707k
,Th,2/2/2017,9.71,9.85,9.62,9.66,10.1229,11.561,11.4756,70279,124.278k
,We,2/1/2017,9.91,10.0603,9.65,9.77,10.1431,11.599,11.4917,81163,126.666k
,Tu,1/31/2017,9.86,10.09,9.61,9.85,10.1591,11.6397,11.5087,109.48k,131.112k
,Mo,1/30/2017,9.75,10.05,9.37,9.87,10.1763,11.6805,11.5261,200.6k,138.976k
,,,,,,,,,,,
,Fr,1/27/2017,9.87,9.92,9.68,9.73,10.1907,11.724,11.5495,78448,132.36k
,Th,1/26/2017,10.2,10.28,9.7,9.9,10.2115,11.7611,11.5685,134.649k,136.126k
,We,1/25/2017,9.85,10.19,9.85,10.11,10.2383,11.7955,11.5859,127.086k,143.105k
,Tu,1/24/2017,9.87,9.94,9.61,9.92,10.2533,11.8291,11.6023,150.42k,145.686k
,Mo,1/23/2017,10.38,10.44,9.74,9.78,10.2893,11.8703,11.619,190.639k,151.002k
,,,,,,,,,,,
,Fr,1/20/2017,10.25,10.63,10.15,10.43,10.3135,11.915,11.6345,149.588k,147.688k
,Th,1/19/2017,10.27,10.57,10.1,10.2,10.3287,11.9523,11.6468,153.426k,148.439k
,We,1/18/2017,10.13,10.385,10.03,10.18,10.3341,11.9944,11.6583,109.129k,144.496k
,Tu,1/17/2017,10.45,10.59,10.12,10.12,10.3467,12.0337,11.6721,87707,146.953k
,,,,,,,,,,,
,Fr,1/13/2017,10.49,10.6825,10.4,10.55,10.3601,12.0723,11.6859,105.452k,151.348k
,Th,1/12/2017,10.2,10.43,10.05,10.41,10.3693,12.106,11.6989,116.102k,160.396k
,We,1/11/2017,10.15,10.35,10.0121,10.16,10.3997,12.14,11.712,106.094k,159.091k
,Tu,1/10/2017,10.49,10.675,10.115,10.15,10.4407,12.1783,11.7264,147.859k,159.826k
,Mo,1/9/2017,10.02,10.7725,9.84,10.4,10.4809,12.2149,11.7381,227.443k,162.56k
,,,,,,,,,,,
,Fr,1/6/2017,10.25,10.3,9.985,10.02,10.5179,12.2479,11.7488,101.364k,154.184k
,Th,1/5/2017,10.73,10.75,10.1,10.2,10.5591,12.2863,11.7593,134.937k,154.418k
,We,1/4/2017,9.95,10.73,9.95,10.7,10.6035,12.3189,11.773,239.332k,152.304k
,Tu,1/3/2017,9.46,9.97,9.46,9.95,10.6367,12.3454,11.7798,165.791k,143.393k
,,,,,,,,,,,
,Fr,12/30/2016,9.5,9.61,9.3,9.34,10.6839,12.3729,11.7876,230.16k,141.608k
,Th,12/29/2016,9.73,9.81,9.385,9.49,10.7495,12.3952,11.7964,140.939k,135.892k
,We,12/28/2016,9.9,9.94,9.675,9.75,10.8131,12.4131,11.8021,160.851k,132.736k
,Tu,12/27/2016,9.91,10.185,9.89,9.98,10.8845,12.4256,11.8051,94273,130.914k
,,,,,,,,,,,
,Fr,12/23/2016,9.71,10.12,9.71,9.99,10.9493,12.4327,11.8152,145.985k,140.83k
,Th,12/22/2016,9.7,9.84,9.45,9.77,11.0203,12.4459,11.8199,153.639k,142.52k
,We,12/21/2016,9.97,10.0599,9.33,9.72,11.0961,12.448,11.823,241.164k,146.813k
,Tu,12/20/2016,10.12,10.225,9.8601,10.02,11.1877,12.4529,11.8297,96528,142.581k
,Mo,12/19/2016,10.3,10.365,10.06,10.1,11.2851,12.4544,11.8359,117.126k,145.47k
,,,,,,,,,,,
,Fr,12/16/2016,10.16,10.36,10.0201,10.32,11.3811,12.4592,11.8458,188.872k,144.846k
,Th,12/15/2016,9.96,10.17,9.94,10.11,11.4859,12.4627,11.8489,101.799k,135.354k
,We,12/14/2016,10.19,10.27,9.95,10,11.6005,12.4672,11.8526,104.879k,136.162k
,Tu,12/13/2016,10.17,10.29,9.92,10.24,11.7123,12.4708,11.8536,103.216k,135.211k
,Mo,12/12/2016,10.3,10.3409,9.98,10.16,11.8203,12.4699,11.8509,105.67k,137.225k
,,,,,,,,,,,
,Fr,12/9/2016,10.6,10.71,10.29,10.35,11.9215,12.4682,11.8458,139.014k,137.724k
,Th,12/8/2016,10.16,10.64,10.16,10.55,12.0159,12.4662,11.8385,144.429k,133.721k
,We,12/7/2016,10.07,10.29,9.96,10.14,12.1075,12.4626,11.8301,93599,129.205k
